Orthogroup	C. briggsae (AF16)	C. nigoni (JU1421)	C. elegans (N2)
OG0023291			
OG0023292			
OG0023293		CNI21709	
OG0023294			
OG0023295			
OG0023296		CNI22076	
OG0023297			
OG0023298			
OG0023299		CNI22481	
OG0023300		CNI22578	
OG0023301		CNI22580	
OG0023302			
OG0023303		CNI22894	
OG0023304			
OG0023305			
OG0023306			
OG0023307		CNI23504	
OG0023308			
OG0023309			
OG0023310			
OG0023311			
OG0023312			
OG0023313			
OG0023314			
OG0023315			
OG0023316			WBGene00011812
OG0023317			
OG0023318			
OG0023319			
OG0023320		CNI23902	
OG0023321		CNI24093	
OG0023322			
OG0023323		CNI24232	
OG0023324		CNI05808	
OG0023325		CNI24343	
OG0023326			
OG0023327			
OG0023328			
OG0023329			
OG0023330		CNI24592	
OG0023331			
OG0023332		CNI24698	
OG0023333			
OG0023334			
OG0023335		CNI24914	
OG0023336			
OG0023337			
OG0023338		CNI14300	
OG0023339			
OG0023340		CNI25034	
OG0023341			
OG0023342			
OG0023343		CNI25123	
OG0023344			
OG0023345			
OG0023346			
OG0023347			
OG0023348			
OG0023349		CNI26507	
OG0023350			
OG0023351		CNI26770	
OG0023352		CNI26812	
OG0023353			
OG0023354		CNI27347	
OG0023355			
OG0023356			
OG0023357		"CNI16884, CNI27690"	
OG0023358		"CNI16889, CNI27695"	
OG0023359			
OG0023360		CNI27749	
OG0023361			
OG0023362			
OG0023363		CNI27968	
OG0023364		CNI28034	
OG0023365			
OG0023366			
OG0023367		CNI28329	
OG0023368		CNI28429	
OG0023369		CNI28440	
OG0023370			
OG0023371		CNI28503	
OG0023372			
OG0023373			
OG0023374			"WBGene00012827, WBGene00012831, WBGene00021806, WBGene00021809"
OG0023375			
OG0023376			
OG0023377		CNI07952	
OG0023378		CNI15827	
OG0023379			
OG0023380			
OG0023381			
OG0023382			
OG0023383			
OG0023384			
OG0023385			
OG0023386			
OG0023387			
OG0023388		CNI22046	
OG0023389		CNI24102	
OG0023390			
OG0023391			
OG0023392			
OG0023393		CNI24787	
OG0023394			
OG0023395		CNI17732	
OG0023396		CNI09360	
OG0023397			
OG0023398			
OG0023399		"CNI05042, CNI05044"	
OG0023400			
OG0023401			
OG0023402			
OG0023403			
OG0023404			
OG0023405			
OG0023406			
OG0023407			
OG0023408			
OG0023409		"CNI04752, CNI04824"	
OG0023410			
OG0023411			
OG0023412			
OG0023413		CNI25205	
OG0023414			
OG0023415			
OG0023416			
OG0023417			
OG0023418			
OG0023419			
OG0023420			
OG0023421			
OG0023422			
OG0023423			
OG0023424			
OG0023425			
OG0023426			
OG0023427			
OG0023428			
OG0023429			
OG0023430		CNI18565	
OG0023431		CNI01715	
OG0023432			
OG0023433			
OG0023434			
OG0023435			
OG0023436			
OG0023437			
OG0023438			
OG0023439			
OG0023440			
OG0023441			
OG0023442			
OG0023443			
OG0023444			
OG0023445			
OG0023446		CNI25821	
OG0023447			
OG0023448			
OG0023449			
OG0023450			
OG0023451			
OG0023452			
OG0023453			
OG0023454			
OG0023455		CNI27796	
OG0023456			
OG0023457		CNI09082	
OG0023458		CNI09144	
OG0023459		CNI09336	
OG0023460		CNI10399	
OG0023461		CNI10525	
OG0023462		CNI11296	
OG0023463		CNI11509	
OG0023464		CNI11763	
OG0023465		CNI11789	
OG0023466		CNI11844	
OG0023467		CNI11949	
OG0023468		CNI12088	
OG0023469		CNI12166	
OG0023470		CNI12699	
OG0023471		CNI12791	
OG0023472		CNI13202	
OG0023473		CNI13712	
OG0023474		CNI14008	
OG0023475		CNI15221	
OG0023476		CNI15230	
OG0023477		CNI15241	
OG0023478		CNI15571	
OG0023479		CNI15929	
OG0023480		CNI15978	
OG0023481		CNI16393	
OG0023482		CNI16397	
OG0023483		CNI23528	
OG0023484		CNI23672	
OG0023485		CNI24099	
OG0023486		CNI24116	
OG0023487		CNI24150	
OG0023488		CNI24430	
OG0023489		CNI24434	
OG0023490		CNI24558	
OG0023491		CNI24668	
OG0023492		CNI24766	
OG0023493		"CNI24860, CNI24863"	
OG0023494		CNI24894	
OG0023495		CNI24936	
OG0023496		CNI25023	
OG0023497		CNI25027	
OG0023498		CNI25046	
OG0023499		CNI25058	
OG0023500		CNI25066	
OG0023501		CNI25166	
OG0023502		CNI25652	
OG0023503		CNI25848	
OG0023504		CNI26540	
OG0023505		CNI26567	
OG0023506		CNI26610	
OG0023507		CNI26843	
OG0023508		CNI26859	
OG0023509		CNI27069	
OG0023510		CNI27227	
OG0023511		CNI27757	
OG0023512		CNI27855	
OG0023513		CNI27975	
OG0023514		CNI28205	
OG0023515		CNI28212	
OG0023516		CNI28472	
OG0023517		CNI16812	
OG0023518		CNI16911	
OG0023519		CNI16947	
OG0023520		CNI16948	
OG0023521		CNI16949	
OG0023522		CNI17778	
OG0023523		"CNI17847, CNI17848"	
OG0023524		CNI17892	
OG0023525		CNI18353	
OG0023526		CNI18677	
OG0023527		"CNI20985, CNI21023"	
OG0023528		CNI21280	
OG0023529		CNI21304	
OG0023530		CNI21500	
OG0023531		CNI21844	
OG0023532		CNI21873	
OG0023533		CNI22051	
OG0023534		"CNI22320, CNI22322, CNI22325"	
OG0023535		CNI22372	
OG0023536		CNI22459	
OG0023537		CNI22468	
OG0023538		CNI22921	
OG0023539		"CNI04004, CNI04005, CNI23051, CNI23052"	
OG0023540		"CNI00005, CNI00010"	
OG0023541		CNI00501	
OG0023542		CNI00554	
OG0023543		CNI00740	
OG0023544		CNI00865	
OG0023545		CNI00871	
OG0023546		CNI00877	
OG0023547		CNI00878	
OG0023548		CNI00879	
OG0023549		CNI00881	
OG0023550		CNI01329	
OG0023551		CNI02669	
OG0023552		"CNI02748, CNI02770"	
OG0023553		CNI03016	
OG0023554		CNI03306	
OG0023555		CNI04232	
OG0023556		CNI04403	
OG0023557		CNI04406	
OG0023558		CNI04408	
OG0023559		CNI04410	
OG0023560		CNI04413	
OG0023561		CNI04693	
OG0023562		CNI05969	
OG0023563		CNI06475	
OG0023564		CNI06728	
OG0023565		CNI06780	
OG0023566		CNI07043	
OG0023567		CNI07057	
OG0023568		CNI07413	
OG0023569		CNI07797	
OG0023570		CNI07806	
OG0023571		CNI07872	
OG0023572		CNI07914	
OG0023573		CNI07957	
OG0023574		CNI07964	
OG0023575		CNI07974	
OG0023576		CNI07987	
OG0023577		CNI08076	
OG0023578		CNI08099	
OG0023579		CNI08100	
OG0023580		CNI08117	
OG0023581		CNI08379	
OG0023582			
OG0023583			
OG0023584			
OG0023585			
OG0023586			
OG0023587			
OG0023588			
OG0023589			
OG0023590			
OG0023591			
OG0023592			
OG0023593			
OG0023594			
OG0023595			
OG0023596			
OG0023597			
OG0023598			
OG0023599			
OG0023600			
OG0023601			
OG0023602			
OG0023603			
OG0023604			
OG0023605			
OG0023606			
OG0023607			
OG0023608			
OG0023609			
OG0023610			
OG0023611			
OG0023612			
OG0023613			
OG0023614			
OG0023615			
OG0023616			
OG0023617			
OG0023618			
OG0023619			
OG0023620			
OG0023621			
OG0023622			
OG0023623			
OG0023624			
OG0023625			
OG0023626			
OG0023627			
OG0023628			
OG0023629			
OG0023630			
OG0023631			
OG0023632			
OG0023633			
OG0023634			
OG0023635			
OG0023636			
OG0023637			
OG0023638			
OG0023639			
OG0023640			
OG0023641			
OG0023642			
OG0023643			
OG0023644			
OG0023645			
OG0023646			
OG0023647			
OG0023648			
OG0023649			
OG0023650			
OG0023651			
OG0023652			
OG0023653			
OG0023654			
OG0023655			
OG0023656			
OG0023657			
OG0023658			
OG0023659			
OG0023660			
OG0023661			
OG0023662			
OG0023663			
OG0023664			
OG0023665			"WBGene00020084, WBGene00020174, WBGene00020177, WBGene00021457, WBGene00235120"
OG0023666			"WBGene00016300, WBGene00016306, WBGene00019314, WBGene00022189, WBGene00044760"
OG0023667			"WBGene00018437, WBGene00018438, WBGene00019313, WBGene00019700, WBGene00021042"
OG0023668			"WBGene00010417, WBGene00012233, WBGene00013184, WBGene00021041, WBGene00023410"
OG0023669			"WBGene00013634, WBGene00013636, WBGene00013637, WBGene00015593, WBGene00015605"
OG0023670			"WBGene00005177, WBGene00005178, WBGene00005179, WBGene00005180, WBGene00005181"
OG0023671			"WBGene00009546, WBGene00012063, WBGene00012065, WBGene00017207, WBGene00018445"
OG0023672			"WBGene00017709, WBGene00017711, WBGene00019339, WBGene00019342, WBGene00022569"
OG0023673			"WBGene00008984, WBGene00011942, WBGene00013469, WBGene00020232, WBGene00219414"
OG0023674			"WBGene00001964, WBGene00001965, WBGene00001966, WBGene00001967, WBGene00001968"
OG0023675			"WBGene00003983, WBGene00007769, WBGene00011049, WBGene00012916, WBGene00013278"
OG0023676			"WBGene00008268, WBGene00009603, WBGene00018826, WBGene00019740, WBGene00044002"
OG0023677			"WBGene00017930, WBGene00021188, WBGene00021607, WBGene00164974, WBGene00194981"
OG0023678			"WBGene00001853, WBGene00001854, WBGene00001855, WBGene00001856, WBGene00001857"
OG0023679			"WBGene00008894, WBGene00008897, WBGene00012252, WBGene00018056, WBGene00018057"
OG0023680			"WBGene00008393, WBGene00008394, WBGene00008620, WBGene00044080, WBGene00044081"
OG0023681			"WBGene00010588, WBGene00010590, WBGene00010688, WBGene00014195, WBGene00023506"
OG0023682			"WBGene00007805, WBGene00007806, WBGene00010355, WBGene00044086, WBGene00044264"
OG0023683			"WBGene00005461, WBGene00005463, WBGene00005464, WBGene00005470, WBGene00005471"
OG0023684			"WBGene00008631, WBGene00009710, WBGene00009907, WBGene00009914, WBGene00012081"
OG0023685			"WBGene00009167, WBGene00009169, WBGene00009170, WBGene00050959, WBGene00219309"
OG0023686			"WBGene00004351, WBGene00004352, WBGene00004353, WBGene00004354, WBGene00021988"
OG0023687			"WBGene00008003, WBGene00010362, WBGene00010477, WBGene00012552, WBGene00021015"
OG0023688			"WBGene00013105, WBGene00013120, WBGene00045178, WBGene00194924, WBGene00235301"
OG0023689			"WBGene00016216, WBGene00016219, WBGene00022346, WBGene00044761, WBGene00255597"
OG0023690			
OG0023691			
OG0023692			
OG0023693			
OG0023694	CBR00076		
OG0023695	CBR00337		
OG0023696	CBR00588		
OG0023697	CBR00661		
OG0023698	CBR00736		
OG0023699	CBR01621		WBGene00077521
OG0023700	CBR02056		
OG0023701	CBR02461		
OG0023702	CBR02657		
OG0023703	CBR03675		
OG0023704	CBR03685		
OG0023705	CBR03831		
OG0023706	CBR03858		
OG0023707	CBR04172		
OG0023708	CBR04932		WBGene00002096
OG0023709	CBR05089		
OG0023710	CBR05595		
OG0023711	CBR05603		
OG0023712	CBR05909		
OG0023713	CBR09951		
OG0023714	CBR09965		
OG0023715	CBR10136		
OG0023716	CBR10356		
OG0023717	CBR10540		
OG0023718	"CBR10619, CBR10620"		
OG0023719	CBR10916		
OG0023720	CBR11056		
OG0023721	CBR11826		
OG0023722	CBR11923		
OG0023723	CBR12110	CNI15910	
OG0023724	CBR17238		
OG0023725	"CBR17368, CBR17369, CBR17370, CBR17371"		
OG0023726	CBR17376		
OG0023727	CBR17450		
OG0023728	CBR17513		
OG0023729	CBR17578		
OG0023730	CBR17635		
OG0023731	CBR17928		
OG0023732	CBR18005		
OG0023733	CBR18466		
OG0023734	CBR18490		
OG0023735	CBR18491		
OG0023736	CBR18508		
OG0023737	CBR18533		
OG0023738	CBR19141		
OG0023739	CBR19696		
OG0023740	CBR19793		
OG0023741	CBR19914		
OG0023742	CBR20036		
OG0023743	CBR20273		
OG0023744	CBR20519		
OG0023745	CBR21078		
OG0023746	CBR06839		
OG0023747	CBR07238		
OG0023748	CBR07294		
OG0023749	CBR07544		
OG0023750	CBR07775		
OG0023751	CBR07911		
OG0023752	CBR08488		
OG0023753	CBR08515		
OG0023754	CBR08626		
OG0023755	CBR08890		
OG0023756	"CBR08918, CBR08920"		
OG0023757	CBR12614		
OG0023758	CBR13754		
OG0023759	CBR13853		
OG0023760	CBR13971		
OG0023761	CBR14103		
OG0023762	CBR14308		WBGene00302982
OG0023763	CBR14534		
OG0023764	CBR15645		
OG0023765	CBR15864		
OG0023766	CBR16029		
OG0023767	CBR16092		
OG0023768	CBR16355		
OG0023769	CBR16874		
OG0023770	CBR17097		
OG0023771	CBR21206		WBGene00010965
OG0023772			
OG0023773			
OG0023774			
OG0023775			
OG0023776			"WBGene00013061, WBGene00022066"
OG0023777			
OG0023778			
OG0023779			
OG0023780			
OG0023781			
OG0023782			WBGene00012014
OG0023783			
OG0023784			
OG0023785			
OG0023786			
OG0023787			
OG0023788			
OG0023789			
OG0023790			
OG0023791			
OG0023792			
OG0023793			
OG0023794			
OG0023795			WBGene00011902
OG0023796			
OG0023797			
OG0023798			
OG0023799		CNI03317	
OG0023800			"WBGene00001401, WBGene00001402"
OG0023801			
OG0023802			
OG0023803			WBGene00020830
OG0023804			
OG0023805			
OG0023806			
OG0023807			
OG0023808			
OG0023809			
OG0023810			
OG0023811			
OG0023812			
OG0023813			
OG0023814			
OG0023815			"WBGene00009017, WBGene00016322, WBGene00045209"
OG0023816			
OG0023817			
OG0023818			
OG0023819			
OG0023820			
OG0023821			
OG0023822			
OG0023823			
OG0023824			
OG0023825			
OG0023826			
OG0023827			
OG0023828			
OG0023829			
OG0023830			
OG0023831			
OG0023832			WBGene00007642
OG0023833			
OG0023834			
OG0023835			
OG0023836			WBGene00022142
OG0023837			
OG0023838			
OG0023839			
OG0023840			
OG0023841			
OG0023842			
OG0023843			
OG0023844			
OG0023845			
OG0023846			
OG0023847			
OG0023848			
OG0023849			
OG0023850			
OG0023851			
OG0023852			
OG0023853			
OG0023854			
OG0023855			
OG0023856			
OG0023857			
OG0023858			
OG0023859			
OG0023860			
OG0023861			
OG0023862			"WBGene00009068, WBGene00043985"
OG0023863			
OG0023864			
OG0023865			
OG0023866			
OG0023867			
OG0023868			
OG0023869			
OG0023870			
OG0023871			
OG0023872		CNI05078	WBGene00009400
OG0023873			
OG0023874			
OG0023875			
OG0023876			
OG0023877			
OG0023878			WBGene00013699
OG0023879			
OG0023880			
OG0023881			
OG0023882			WBGene00021704
OG0023883			
OG0023884			WBGene00005134
OG0023885			
OG0023886			
OG0023887			
OG0023888			
OG0023889			WBGene00194783
OG0023890			
OG0023891			
OG0023892			
OG0023893			
OG0023894			
OG0023895			
OG0023896			
OG0023897		CNI16216	
OG0023898			
OG0023899			
OG0023900			
OG0023901			
OG0023902			
OG0023903			
OG0023904			WBGene00018499
OG0023905			
OG0023906			
OG0023907			
OG0023908			
OG0023909			WBGene00004702
OG0023910			
OG0023911			
OG0023912			
OG0023913			
OG0023914			
OG0023915			"WBGene00012622, WBGene00012624, WBGene00012625"
OG0023916			
OG0023917			
OG0023918			WBGene00008204
OG0023919			
OG0023920			
OG0023921			
OG0023922			
OG0023923			
OG0023924			
OG0023925			
OG0023926			
OG0023927			WBGene00007369
OG0023928			
OG0023929			
OG0023930			WBGene00000624
OG0023931			WBGene00015467
OG0023932			
OG0023933			WBGene00005062
OG0023934			"WBGene00017022, WBGene00019288"
OG0023935			WBGene00013045
OG0023936			
OG0023937			
OG0023938			
OG0023939			
OG0023940			
OG0023941			
OG0023942			
OG0023943			WBGene00016236
OG0023944			
OG0023945			
OG0023946			
OG0023947			
OG0023948			
OG0023949			
OG0023950			
OG0023951			
OG0023952			WBGene00011623
OG0023953			WBGene00013569
OG0023954			
OG0023955			"WBGene00008085, WBGene00008086, WBGene00008090"
OG0023956			"WBGene00016548, WBGene00019586, WBGene00021261"
OG0023957			WBGene00012636
OG0023958			
OG0023959			
OG0023960			
OG0023961			WBGene00010032
OG0023962			WBGene00020525
OG0023963			
OG0023964			
OG0023965			
OG0023966			"WBGene00009538, WBGene00013798"
OG0023967			
OG0023968			
OG0023969			"WBGene00014143, WBGene00014144"
OG0023970			
OG0023971			WBGene00011957
OG0023972			
OG0023973			
OG0023974			WBGene00009332
OG0023975		CNI28437	
OG0023976			WBGene00303030
OG0023977			
OG0023978			
OG0023979			
OG0023980			WBGene00016586
OG0023981			WBGene00007269
OG0023982			
OG0023983			
OG0023984			
OG0023985		CNI09946	
OG0023986			
OG0023987			
OG0023988			"WBGene00010337, WBGene00020374"
OG0023989			WBGene00009963
OG0023990			
OG0023991			
OG0023992			
OG0023993			
OG0023994			
OG0023995			
OG0023996			"WBGene00015907, WBGene00017325, WBGene00271819"
OG0023997			
OG0023998			
OG0023999		CNI28438	
OG0024000			
OG0024001			
OG0024002			
OG0024003			
OG0024004			
OG0024005			
OG0024006			
OG0024007			
OG0024008			
OG0024009			
OG0024010			
OG0024011			
OG0024012			
OG0024013			
OG0024014			
OG0024015			
OG0024016			
OG0024017			
OG0024018			
OG0024019			
OG0024020			
OG0024021			
OG0024022			
OG0024023			
OG0024024			
OG0024025			
OG0024026			
OG0024027			
OG0024028			
OG0024029			
OG0024030			
OG0024031			WBGene00302971
OG0024032			
OG0024033			"WBGene00017246, WBGene00017247"
OG0024034			
OG0024035			
OG0024036			
OG0024037			
OG0024038			
OG0024039			
OG0024040			
OG0024041			
OG0024042			
OG0024043			
OG0024044			
OG0024045			
OG0024046			
OG0024047			
OG0024048			
OG0024049			
OG0024050			
OG0024051			
OG0024052			
OG0024053			
OG0024054			
OG0024055			
OG0024056			
OG0024057			
OG0024058			
OG0024059			
OG0024060			
OG0024061		CNI15992	
OG0024062			
OG0024063			
OG0024064			
OG0024065			
OG0024066			
OG0024067			"WBGene00007682, WBGene00045211, WBGene00194727"
OG0024068		CNI12328	WBGene00001733
OG0024069			
OG0024070			
OG0024071			
OG0024072			
OG0024073		CNI27676	
OG0024074			
OG0024075			
OG0024076			
OG0024077			
OG0024078			
OG0024079			
OG0024080			
OG0024081			
OG0024082			
OG0024083			
OG0024084			
OG0024085			
OG0024086			
OG0024087			
OG0024088			WBGene00044180
OG0024089		CNI20031	WBGene00077788
OG0024090			
OG0024091			
OG0024092			
OG0024093			
OG0024094		CNI22218	
OG0024095			
OG0024096		CNI07201	
OG0024097			
OG0024098			
OG0024099		"CNI18210, CNI18213"	
OG0024100			
OG0024101			
OG0024102			
OG0024103			WBGene00304203
OG0024104			
OG0024105		CNI21954	
OG0024106			
OG0024107			
OG0024108			
OG0024109			WBGene00005820
OG0024110			
OG0024111			
OG0024112			
OG0024113			
OG0024114			
OG0024115			
OG0024116			
OG0024117			
OG0024118			
OG0024119			
OG0024120			
OG0024121			
OG0024122			
OG0024123			
OG0024124			
OG0024125			
OG0024126			
OG0024127		"CNI24128, CNI25250"	
OG0024128			
OG0024129			
OG0024130			
OG0024131			
OG0024132			
OG0024133			
OG0024134			
OG0024135			
OG0024136			
OG0024137			
OG0024138		CNI04284	
OG0024139			
OG0024140			
OG0024141			
OG0024142			
OG0024143			
OG0024144			
OG0024145			
OG0024146			
OG0024147			
OG0024148			
OG0024149			
OG0024150			
OG0024151			
OG0024152			
OG0024153			
OG0024154			
OG0024155			
OG0024156			
OG0024157			
OG0024158			
OG0024159			
OG0024160			
OG0024161			
OG0024162			
OG0024163			
OG0024164			
OG0024165			
OG0024166			
OG0024167			
OG0024168			
OG0024169			
OG0024170			
OG0024171			
OG0024172			
OG0024173			
OG0024174			
OG0024175			
OG0024176			
OG0024177			
OG0024178			
OG0024179			
OG0024180			
OG0024181			
OG0024182			
OG0024183			
OG0024184			
OG0024185			
OG0024186			
OG0024187			
OG0024188			
OG0024189			
OG0024190			
OG0024191			
OG0024192			
OG0024193			
OG0024194			
OG0024195			
OG0024196			
OG0024197			
OG0024198			
OG0024199			
OG0024200			
OG0024201			
OG0024202			
OG0024203			
OG0024204			
OG0024205			
OG0024206			
OG0024207			
OG0024208			
OG0024209			
OG0024210			
OG0024211			
OG0024212			
OG0024213			
OG0024214			
OG0024215			
OG0024216			
OG0024217			
OG0024218			
OG0024219			
OG0024220			
OG0024221			
OG0024222			
OG0024223			
OG0024224			
OG0024225			
OG0024226			
OG0024227			
OG0024228			
OG0024229			
OG0024230			
OG0024231			
OG0024232			
OG0024233			
OG0024234			
OG0024235			
OG0024236			
OG0024237			
OG0024238			
OG0024239			
OG0024240			
OG0024241			
OG0024242			
OG0024243			
OG0024244			
OG0024245			
OG0024246			
OG0024247			
OG0024248			
OG0024249			
OG0024250			
OG0024251			
OG0024252			
OG0024253			
OG0024254			
OG0024255			
OG0024256			
OG0024257			
OG0024258			
OG0024259			
OG0024260			
OG0024261			
OG0024262			
OG0024263			
OG0024264			
OG0024265			
OG0024266			
OG0024267			
OG0024268			
OG0024269		CNI28263	
OG0024270			
OG0024271			
OG0024272			
OG0024273			
OG0024274			
OG0024275			
OG0024276			
OG0024277			
OG0024278			
OG0024279			
OG0024280		CNI00592	
OG0024281			
OG0024282			
OG0024283			
OG0024284		CNI01585	
OG0024285			
OG0024286			
OG0024287		CNI18419	
OG0024288		CNI03284	
OG0024289		CNI03802	
OG0024290			
OG0024291		CNI04043	
OG0024292		CNI04123	
OG0024293			
OG0024294		CNI04134	
OG0024295			
OG0024296		CNI04497	
OG0024297			
OG0024298			
OG0024299			
OG0024300			
OG0024301			
OG0024302			
OG0024303			
OG0024304			
OG0024305			
OG0024306			
OG0024307			
OG0024308		CNI07144	
OG0024309		CNI07256	
OG0024310			
OG0024311			
OG0024312			
OG0024313		CNI07692	
OG0024314		CNI07706	
OG0024315		"CNI07724, CNI07763"	
OG0024316			
OG0024317			
OG0024318			
OG0024319			
OG0024320			
OG0024321			
OG0024322		CNI07970	
OG0024323		CNI07993	
OG0024324			
OG0024325			
OG0024326			
OG0024327			
OG0024328		"CNI09049, CNI09050"	
OG0024329			
OG0024330		CNI09233	
OG0024331			
OG0024332			
OG0024333			
OG0024334		CNI11130	
OG0024335		CNI11135	
OG0024336			
OG0024337			
OG0024338			
OG0024339		CNI11712	
OG0024340		CNI11770	
OG0024341			
OG0024342			
OG0024343			
OG0024344		CNI12885	
OG0024345		CNI12910	
OG0024346		CNI12940	
OG0024347			
OG0024348		CNI25236	
OG0024349		CNI13311	
OG0024350			
OG0024351		"CNI11512, CNI11705, CNI18676"	
OG0024352			
OG0024353		CNI13672	
OG0024354		CNI13698	
OG0024355		CNI13809	
OG0024356		CNI14028	
OG0024357			
OG0024358			
OG0024359			
OG0024360			
OG0024361			
OG0024362			
OG0024363			
OG0024364			
OG0024365		CNI15674	
OG0024366		CNI15676	
OG0024367		CNI15679	
OG0024368		CNI15691	
OG0024369		CNI15767	
OG0024370		CNI15811	
OG0024371			
OG0024372			
OG0024373			
OG0024374		CNI16962	
OG0024375			
OG0024376			
OG0024377			
OG0024378			
OG0024379		CNI17929	
OG0024380		CNI17947	
OG0024381		"CNI16585, CNI18276"	
OG0024382			
OG0024383			
OG0024384		CNI01523	
OG0024385		CNI19971	
OG0024386			
OG0024387			
OG0024388			
OG0024389			
OG0024390			
OG0024391			
OG0024392		CNI28345	
OG0024393		CNI21420	
OG0024394			
OG0024395			
OG0024396		CNI21741	
OG0024397		CNI22007	
OG0024398			
OG0024399			
OG0024400			
OG0024401			
OG0024402			
OG0024403		CNI22451	
OG0024404			
OG0024405			
OG0024406		CNI22549	
OG0024407			
OG0024408		CNI22684	
OG0024409		CNI23209	
OG0024410			
OG0024411		CNI23879	
OG0024412		CNI23888	
OG0024413			
OG0024414		CNI24129	
OG0024415		CNI24131	
OG0024416			
OG0024417		CNI15639	
OG0024418			
OG0024419			
OG0024420			
OG0024421		CNI25191	
OG0024422			
OG0024423		CNI24806	
OG0024424			
OG0024425			
OG0024426			
OG0024427			
OG0024428			
OG0024429			
OG0024430			
OG0024431		CNI25356	
OG0024432			
OG0024433		CNI25792	
OG0024434			
OG0024435			
OG0024436			
OG0024437			
OG0024438		CNI26839	
OG0024439		CNI26985	
OG0024440			
OG0024441			
OG0024442			
OG0024443		CNI27370	
OG0024444			
OG0024445			
OG0024446		CNI27766	
OG0024447		CNI27770	
OG0024448			
OG0024449			
OG0024450			
OG0024451			
OG0024452		CNI28293	
OG0024453			
OG0024454		CNI25135	
OG0024455			
OG0024456		CNI11562	
OG0024457			
OG0024458			
OG0024459			
OG0024460			
OG0024461			
OG0024462			
OG0024463		CNI22360	
OG0024464		"CNI23944, CNI24709"	
OG0024465		CNI03213	
OG0024466		CNI19458	
OG0024467			
OG0024468			
OG0024469			
OG0024470			
OG0024471			
OG0024472			
OG0024473			
OG0024474			
OG0024475		CNI23555	
OG0024476		CNI24566	
OG0024477		CNI17730	
OG0024478		CNI17728	
OG0024479			
OG0024480			
OG0024481			
OG0024482			
OG0024483			
OG0024484			
OG0024485			
OG0024486			
OG0024487			
OG0024488			
OG0024489			
OG0024490			
OG0024491			
OG0024492			
OG0024493			
OG0024494			
OG0024495		CNI02720	
OG0024496			
OG0024497			
OG0024498			
OG0024499			
OG0024500			
OG0024501			
OG0024502			
OG0024503			
OG0024504			
OG0024505			
OG0024506			
OG0024507			
OG0024508			
OG0024509			
OG0024510			
OG0024511			
OG0024512			
OG0024513			
OG0024514			
OG0024515			
OG0024516			
OG0024517			
OG0024518			
OG0024519			
OG0024520			
OG0024521			
OG0024522			
OG0024523			
OG0024524			
OG0024525			
OG0024526			
OG0024527			
OG0024528			
OG0024529			
OG0024530			
OG0024531		CNI07747	
OG0024532			
OG0024533			
OG0024534			
OG0024535			
OG0024536			
OG0024537			
OG0024538			
OG0024539			
OG0024540		CNI18008	
OG0024541			
OG0024542			
OG0024543			
OG0024544			
OG0024545			
OG0024546			
OG0024547			
OG0024548			
OG0024549			
OG0024550			
OG0024551			
OG0024552			
OG0024553			
OG0024554			WBGene00021414
OG0024555			
OG0024556			
OG0024557			
OG0024558			
OG0024559			
OG0024560			
OG0024561		CNI23603	
OG0024562			
OG0024563			
OG0024564			
OG0024565			
OG0024566			
OG0024567			
OG0024568			
OG0024569			
OG0024570			
OG0024571			
OG0024572			
OG0024573			
OG0024574			
OG0024575			
OG0024576			
OG0024577			
OG0024578			
OG0024579			
OG0024580			
OG0024581			
OG0024582			
OG0024583			
OG0024584		CNI18477	
OG0024585			
OG0024586			
OG0024587			
OG0024588			
OG0024589			
OG0024590			
OG0024591			
OG0024592			
OG0024593			
OG0024594			
OG0024595			
OG0024596			
OG0024597			
OG0024598		CNI07693	
OG0024599		CNI08803	
OG0024600		CNI09226	
OG0024601		CNI09320	
OG0024602		CNI09477	
OG0024603		CNI09523	
OG0024604		CNI09677	
OG0024605		CNI09798	
OG0024606		CNI10059	
OG0024607		CNI11104	
OG0024608		"CNI11312, CNI11330"	
OG0024609		"CNI11314, CNI11332"	
OG0024610		"CNI11321, CNI24246"	
OG0024611		CNI11364	
OG0024612		CNI11899	
OG0024613		CNI12235	
OG0024614		CNI12341	WBGene00013806
OG0024615		CNI12403	
OG0024616		CNI12459	
OG0024617		"CNI02671, CNI12550"	
OG0024618		CNI12717	
OG0024619		CNI12781	
OG0024620		CNI12821	
OG0024621		CNI13144	
OG0024622		CNI13160	
OG0024623		CNI13226	
OG0024624		CNI13383	
OG0024625		CNI13441	
OG0024626		CNI13592	
OG0024627		CNI13615	WBGene00235380
OG0024628		CNI13654	
OG0024629		CNI13984	
OG0024630		CNI14170	
OG0024631		CNI14201	
OG0024632		CNI14835	
OG0024633		CNI15228	
OG0024634		CNI15264	
OG0024635		CNI15678	
OG0024636		CNI15790	
OG0024637		CNI15821	
OG0024638		CNI16029	
OG0024639		CNI16229	
OG0024640		CNI16401	
OG0024641		CNI23351	
OG0024642		CNI23416	
OG0024643		CNI23548	
OG0024644		CNI23675	
OG0024645		CNI24106	
OG0024646		CNI24121	
OG0024647		CNI24149	
OG0024648		CNI24208	
OG0024649		CNI24449	
OG0024650		CNI24499	
OG0024651		"CNI24670, CNI24705"	
OG0024652		CNI24690	
OG0024653		CNI24704	
OG0024654		CNI24738	
OG0024655		CNI24765	
OG0024656		CNI24779	
OG0024657		CNI24844	
OG0024658		CNI24905	
OG0024659		CNI25004	
OG0024660		CNI25031	
